start_time,away_team,home_team,away_team_score,home_team_score
2014-11-01 23:00:00+00:00,TORONTO RAPTORS,ORLANDO MAGIC,108,95
2014-11-01 23:00:00+00:00,MIAMI HEAT,PHILADELPHIA 76ERS,114,96
2014-11-01 23:00:00+00:00,MILWAUKEE BUCKS,WASHINGTON WIZARDS,97,108
2014-11-01 23:30:00+00:00,INDIANA PACERS,ATLANTA HAWKS,92,102
2014-11-01 23:30:00+00:00,BROOKLYN NETS,DETROIT PISTONS,102,90
2014-11-02 00:00:00+00:00,BOSTON CELTICS,HOUSTON ROCKETS,90,104
2014-11-02 00:00:00+00:00,CHICAGO BULLS,MINNESOTA TIMBERWOLVES,106,105
2014-11-02 00:00:00+00:00,DENVER NUGGETS,OKLAHOMA CITY THUNDER,91,102
2014-11-02 01:00:00+00:00,PHOENIX SUNS,UTAH JAZZ,91,118
2014-11-02 02:30:00+00:00,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,104,127
2014-11-02 20:30:00+00:00,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,98,92
2014-11-02 23:00:00+00:00,TORONTO RAPTORS,MIAMI HEAT,102,107
2014-11-03 00:30:00+00:00,CHARLOTTE HORNETS,NEW YORK KNICKS,93,96
2014-11-03 02:00:00+00:00,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,95,90
2014-11-04 00:00:00+00:00,HOUSTON ROCKETS,PHILADELPHIA 76ERS,104,93
2014-11-04 00:30:00+00:00,OKLAHOMA CITY THUNDER,BROOKLYN NETS,85,116
2014-11-04 01:00:00+00:00,NEW ORLEANS PELICANS,MEMPHIS GRIZZLIES,81,93
2014-11-04 01:30:00+00:00,BOSTON CELTICS,DALLAS MAVERICKS,113,118
2014-11-04 02:00:00+00:00,SACRAMENTO KINGS,DENVER NUGGETS,110,105
2014-11-04 03:30:00+00:00,UTAH JAZZ,LOS ANGELES CLIPPERS,101,107
2014-11-05 00:00:00+00:00,MILWAUKEE BUCKS,INDIANA PACERS,87,81
2014-11-05 00:30:00+00:00,HOUSTON ROCKETS,MIAMI HEAT,108,91
2014-11-05 00:30:00+00:00,WASHINGTON WIZARDS,NEW YORK KNICKS,98,83
2014-11-05 00:30:00+00:00,OKLAHOMA CITY THUNDER,TORONTO RAPTORS,88,100
2014-11-05 01:00:00+00:00,ORLANDO MAGIC,CHICAGO BULLS,90,98
2014-11-05 01:00:00+00:00,CHARLOTTE HORNETS,NEW ORLEANS PELICANS,91,100
2014-11-05 03:00:00+00:00,CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,82,101
2014-11-05 03:30:00+00:00,PHOENIX SUNS,LOS ANGELES LAKERS,112,106
2014-11-06 00:00:00+00:00,MIAMI HEAT,CHARLOTTE HORNETS,89,96
2014-11-06 00:00:00+00:00,ORLANDO MAGIC,PHILADELPHIA 76ERS,91,89
2014-11-06 00:30:00+00:00,TORONTO RAPTORS,BOSTON CELTICS,110,107
2014-11-06 00:30:00+00:00,MINNESOTA TIMBERWOLVES,BROOKLYN NETS,98,91
2014-11-06 00:30:00+00:00,NEW YORK KNICKS,DETROIT PISTONS,95,98
2014-11-06 01:00:00+00:00,CHICAGO BULLS,MILWAUKEE BUCKS,95,86
2014-11-06 01:00:00+00:00,INDIANA PACERS,WASHINGTON WIZARDS,94,96
2014-11-06 01:30:00+00:00,ATLANTA HAWKS,SAN ANTONIO SPURS,92,94
2014-11-06 02:00:00+00:00,MEMPHIS GRIZZLIES,PHOENIX SUNS,102,91
2014-11-06 02:00:00+00:00,CLEVELAND CAVALIERS,UTAH JAZZ,100,102
2014-11-06 03:00:00+00:00,DENVER NUGGETS,SACRAMENTO KINGS,109,131
2014-11-06 03:30:00+00:00,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,104,121
2014-11-07 01:00:00+00:00,SAN ANTONIO SPURS,HOUSTON ROCKETS,81,98
2014-11-07 03:30:00+00:00,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,87,108
2014-11-08 00:00:00+00:00,ATLANTA HAWKS,CHARLOTTE HORNETS,119,122
2014-11-08 00:00:00+00:00,MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,103,112
2014-11-08 00:00:00+00:00,CHICAGO BULLS,PHILADELPHIA 76ERS,118,115
2014-11-08 00:30:00+00:00,INDIANA PACERS,BOSTON CELTICS,98,101
2014-11-08 00:30:00+00:00,NEW YORK KNICKS,BROOKLYN NETS,99,110
2014-11-08 00:30:00+00:00,MILWAUKEE BUCKS,DETROIT PISTONS,95,98
2014-11-08 00:30:00+00:00,WASHINGTON WIZARDS,TORONTO RAPTORS,84,103
2014-11-08 01:00:00+00:00,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,91,89
2014-11-08 02:00:00+00:00,SACRAMENTO KINGS,PHOENIX SUNS,114,112
2014-11-08 02:00:00+00:00,DALLAS MAVERICKS,UTAH JAZZ,105,82
2014-11-08 03:30:00+00:00,CLEVELAND CAVALIERS,DENVER NUGGETS,110,101
2014-11-08 20:30:00+00:00,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,102,106
2014-11-09 00:00:00+00:00,WASHINGTON WIZARDS,INDIANA PACERS,97,90
2014-11-09 00:30:00+00:00,NEW YORK KNICKS,ATLANTA HAWKS,96,103
2014-11-09 00:30:00+00:00,MINNESOTA TIMBERWOLVES,MIAMI HEAT,92,102
2014-11-09 01:00:00+00:00,BOSTON CELTICS,CHICAGO BULLS,106,101
2014-11-09 01:00:00+00:00,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,98,87
2014-11-09 01:30:00+00:00,MEMPHIS GRIZZLIES,MILWAUKEE BUCKS,92,93
2014-11-09 01:30:00+00:00,NEW ORLEANS PELICANS,SAN ANTONIO SPURS,100,99
2014-11-09 20:30:00+00:00,ORLANDO MAGIC,BROOKLYN NETS,96,104
2014-11-09 23:00:00+00:00,UTAH JAZZ,DETROIT PISTONS,97,96
2014-11-10 00:00:00+00:00,SACRAMENTO KINGS,OKLAHOMA CITY THUNDER,93,101
2014-11-10 00:00:00+00:00,PHILADELPHIA 76ERS,TORONTO RAPTORS,88,120
2014-11-10 00:30:00+00:00,MIAMI HEAT,DALLAS MAVERICKS,105,96
2014-11-10 01:00:00+00:00,GOLDEN STATE WARRIORS,PHOENIX SUNS,95,107
2014-11-10 02:00:00+00:00,DENVER NUGGETS,PORTLAND TRAIL BLAZERS,100,116
2014-11-10 02:30:00+00:00,CHARLOTTE HORNETS,LOS ANGELES LAKERS,92,107
2014-11-11 00:00:00+00:00,NEW ORLEANS PELICANS,CLEVELAND CAVALIERS,111,118
2014-11-11 00:00:00+00:00,UTAH JAZZ,INDIANA PACERS,86,97
2014-11-11 00:30:00+00:00,ATLANTA HAWKS,NEW YORK KNICKS,91,85
2014-11-11 01:00:00+00:00,DETROIT PISTONS,CHICAGO BULLS,91,102
2014-11-11 03:30:00+00:00,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,89,85
2014-11-12 00:30:00+00:00,ORLANDO MAGIC,TORONTO RAPTORS,100,104
2014-11-12 01:00:00+00:00,LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,102,107
2014-11-12 01:00:00+00:00,OKLAHOMA CITY THUNDER,MILWAUKEE BUCKS,78,85
2014-11-12 01:30:00+00:00,SACRAMENTO KINGS,DALLAS MAVERICKS,98,106
2014-11-12 03:00:00+00:00,CHARLOTTE HORNETS,PORTLAND TRAIL BLAZERS,100,102
2014-11-12 03:30:00+00:00,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,113,100
2014-11-13 00:00:00+00:00,DETROIT PISTONS,WASHINGTON WIZARDS,103,107
2014-11-13 00:30:00+00:00,UTAH JAZZ,ATLANTA HAWKS,97,100
2014-11-13 00:30:00+00:00,OKLAHOMA CITY THUNDER,BOSTON CELTICS,109,94
2014-11-13 00:30:00+00:00,INDIANA PACERS,MIAMI HEAT,81,75
2014-11-13 00:30:00+00:00,ORLANDO MAGIC,NEW YORK KNICKS,97,95
2014-11-13 01:00:00+00:00,LOS ANGELES LAKERS,NEW ORLEANS PELICANS,102,109
2014-11-13 02:00:00+00:00,PORTLAND TRAIL BLAZERS,DENVER NUGGETS,130,113
2014-11-13 02:00:00+00:00,BROOKLYN NETS,PHOENIX SUNS,104,112
2014-11-13 03:00:00+00:00,HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,113,101
2014-11-14 01:00:00+00:00,SACRAMENTO KINGS,MEMPHIS GRIZZLIES,110,111
2014-11-14 01:00:00+00:00,CHICAGO BULLS,TORONTO RAPTORS,100,93
2014-11-14 01:30:00+00:00,PHILADELPHIA 76ERS,DALLAS MAVERICKS,70,123
2014-11-14 03:30:00+00:00,BROOKLYN NETS,GOLDEN STATE WARRIORS,99,107
2014-11-15 00:00:00+00:00,DENVER NUGGETS,INDIANA PACERS,108,87
2014-11-15 00:00:00+00:00,MILWAUKEE BUCKS,ORLANDO MAGIC,85,101
2014-11-15 00:30:00+00:00,MIAMI HEAT,ATLANTA HAWKS,103,114
2014-11-15 00:30:00+00:00,CLEVELAND CAVALIERS,BOSTON CELTICS,122,121
2014-11-15 00:30:00+00:00,UTAH JAZZ,NEW YORK KNICKS,102,100
2014-11-15 01:00:00+00:00,PHILADELPHIA 76ERS,HOUSTON ROCKETS,87,88
2014-11-15 01:00:00+00:00,MINNESOTA TIMBERWOLVES,NEW ORLEANS PELICANS,91,139
2014-11-15 01:00:00+00:00,DETROIT PISTONS,OKLAHOMA CITY THUNDER,96,89
2014-11-15 02:00:00+00:00,CHARLOTTE HORNETS,PHOENIX SUNS,103,95
2014-11-15 03:00:00+00:00,SAN ANTONIO SPURS,LOS ANGELES LAKERS,93,80
2014-11-16 00:00:00+00:00,ORLANDO MAGIC,WASHINGTON WIZARDS,93,98
2014-11-16 00:30:00+00:00,ATLANTA HAWKS,CLEVELAND CAVALIERS,94,127
2014-11-16 00:30:00+00:00,UTAH JAZZ,TORONTO RAPTORS,93,111
2014-11-16 01:00:00+00:00,INDIANA PACERS,CHICAGO BULLS,99,90
2014-11-16 01:00:00+00:00,DETROIT PISTONS,MEMPHIS GRIZZLIES,88,95
2014-11-16 01:30:00+00:00,MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,117,131
2014-11-16 03:00:00+00:00,BROOKLYN NETS,PORTLAND TRAIL BLAZERS,87,97
2014-11-16 03:00:00+00:00,SAN ANTONIO SPURS,SACRAMENTO KINGS,91,94
2014-11-16 03:30:00+00:00,CHARLOTTE HORNETS,GOLDEN STATE WARRIORS,87,112
2014-11-16 03:30:00+00:00,PHOENIX SUNS,LOS ANGELES CLIPPERS,107,120
2014-11-16 18:00:00+00:00,DENVER NUGGETS,NEW YORK KNICKS,93,109
2014-11-16 23:00:00+00:00,MILWAUKEE BUCKS,MIAMI HEAT,91,84
2014-11-17 00:00:00+00:00,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,69,65
2014-11-17 02:30:00+00:00,GOLDEN STATE WARRIORS,LOS ANGELES LAKERS,136,115
2014-11-18 00:00:00+00:00,DALLAS MAVERICKS,CHARLOTTE HORNETS,107,80
2014-11-18 00:00:00+00:00,DENVER NUGGETS,CLEVELAND CAVALIERS,106,97
2014-11-18 00:30:00+00:00,PHOENIX SUNS,BOSTON CELTICS,118,114
2014-11-18 00:30:00+00:00,MIAMI HEAT,BROOKLYN NETS,95,83
2014-11-18 00:30:00+00:00,ORLANDO MAGIC,DETROIT PISTONS,107,93
2014-11-18 01:00:00+00:00,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,93,119
2014-11-18 01:30:00+00:00,PHILADELPHIA 76ERS,SAN ANTONIO SPURS,75,100
2014-11-18 03:00:00+00:00,NEW ORLEANS PELICANS,PORTLAND TRAIL BLAZERS,93,102
2014-11-18 03:30:00+00:00,CHICAGO BULLS,LOS ANGELES CLIPPERS,105,89
2014-11-19 00:30:00+00:00,LOS ANGELES LAKERS,ATLANTA HAWKS,114,109
2014-11-19 01:00:00+00:00,NEW YORK KNICKS,MILWAUKEE BUCKS,113,117
2014-11-19 02:00:00+00:00,OKLAHOMA CITY THUNDER,UTAH JAZZ,81,98
2014-11-19 03:00:00+00:00,NEW ORLEANS PELICANS,SACRAMENTO KINGS,106,100
2014-11-20 00:00:00+00:00,SAN ANTONIO SPURS,CLEVELAND CAVALIERS,92,90
2014-11-20 00:00:00+00:00,CHARLOTTE HORNETS,INDIANA PACERS,86,88
2014-11-20 00:00:00+00:00,LOS ANGELES CLIPPERS,ORLANDO MAGIC,114,90
2014-11-20 00:00:00+00:00,BOSTON CELTICS,PHILADELPHIA 76ERS,101,90
2014-11-20 00:00:00+00:00,DALLAS MAVERICKS,WASHINGTON WIZARDS,105,102
2014-11-20 00:30:00+00:00,MILWAUKEE BUCKS,BROOKLYN NETS,122,118
2014-11-20 00:30:00+00:00,PHOENIX SUNS,DETROIT PISTONS,88,86
2014-11-20 00:30:00+00:00,MEMPHIS GRIZZLIES,TORONTO RAPTORS,92,96
2014-11-20 01:00:00+00:00,NEW YORK KNICKS,MINNESOTA TIMBERWOLVES,99,115
2014-11-20 02:00:00+00:00,OKLAHOMA CITY THUNDER,DENVER NUGGETS,100,107
2014-11-20 02:30:00+00:00,LOS ANGELES LAKERS,HOUSTON ROCKETS,98,92
2014-11-21 01:00:00+00:00,LOS ANGELES CLIPPERS,MIAMI HEAT,110,93
2014-11-21 03:30:00+00:00,CHICAGO BULLS,SACRAMENTO KINGS,88,103
2014-11-22 00:00:00+00:00,ORLANDO MAGIC,CHARLOTTE HORNETS,105,100
2014-11-22 00:00:00+00:00,PHOENIX SUNS,PHILADELPHIA 76ERS,122,96
2014-11-22 00:30:00+00:00,DETROIT PISTONS,ATLANTA HAWKS,89,99
2014-11-22 00:30:00+00:00,MILWAUKEE BUCKS,TORONTO RAPTORS,82,124
2014-11-22 01:00:00+00:00,BOSTON CELTICS,MEMPHIS GRIZZLIES,100,117
2014-11-22 01:00:00+00:00,SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,121,92
2014-11-22 01:00:00+00:00,BROOKLYN NETS,OKLAHOMA CITY THUNDER,94,92
2014-11-22 01:00:00+00:00,CLEVELAND CAVALIERS,WASHINGTON WIZARDS,78,91
2014-11-22 01:30:00+00:00,LOS ANGELES LAKERS,DALLAS MAVERICKS,106,140
2014-11-22 02:00:00+00:00,NEW ORLEANS PELICANS,DENVER NUGGETS,97,117
2014-11-22 03:30:00+00:00,UTAH JAZZ,GOLDEN STATE WARRIORS,88,101
2014-11-22 03:30:00+00:00,CHICAGO BULLS,PORTLAND TRAIL BLAZERS,87,105
2014-11-23 00:00:00+00:00,PHOENIX SUNS,INDIANA PACERS,106,83
2014-11-23 00:00:00+00:00,MIAMI HEAT,ORLANDO MAGIC,99,92
2014-11-23 00:30:00+00:00,TORONTO RAPTORS,CLEVELAND CAVALIERS,110,93
2014-11-23 00:30:00+00:00,PHILADELPHIA 76ERS,NEW YORK KNICKS,83,91
2014-11-23 01:00:00+00:00,DALLAS MAVERICKS,HOUSTON ROCKETS,92,95
2014-11-23 01:00:00+00:00,SACRAMENTO KINGS,MINNESOTA TIMBERWOLVES,113,101
2014-11-23 01:30:00+00:00,WASHINGTON WIZARDS,MILWAUKEE BUCKS,111,100
2014-11-23 01:30:00+00:00,BROOKLYN NETS,SAN ANTONIO SPURS,87,99
2014-11-23 02:00:00+00:00,NEW ORLEANS PELICANS,UTAH JAZZ,106,94
2014-11-23 23:00:00+00:00,PORTLAND TRAIL BLAZERS,BOSTON CELTICS,94,88
2014-11-23 23:00:00+00:00,LOS ANGELES CLIPPERS,MEMPHIS GRIZZLIES,91,107
2014-11-23 23:00:00+00:00,CHARLOTTE HORNETS,MIAMI HEAT,93,94
2014-11-24 00:00:00+00:00,GOLDEN STATE WARRIORS,OKLAHOMA CITY THUNDER,91,86
2014-11-24 02:30:00+00:00,DENVER NUGGETS,LOS ANGELES LAKERS,101,94
2014-11-25 00:00:00+00:00,LOS ANGELES CLIPPERS,CHARLOTTE HORNETS,113,92
2014-11-25 00:00:00+00:00,ORLANDO MAGIC,CLEVELAND CAVALIERS,74,106
2014-11-25 00:00:00+00:00,PORTLAND TRAIL BLAZERS,PHILADELPHIA 76ERS,114,104
2014-11-25 00:30:00+00:00,PHOENIX SUNS,TORONTO RAPTORS,100,104
2014-11-25 01:00:00+00:00,NEW YORK KNICKS,HOUSTON ROCKETS,86,91
2014-11-25 01:30:00+00:00,INDIANA PACERS,DALLAS MAVERICKS,111,100
2014-11-25 02:00:00+00:00,CHICAGO BULLS,UTAH JAZZ,97,95
2014-11-26 00:00:00+00:00,ATLANTA HAWKS,WASHINGTON WIZARDS,106,102
2014-11-26 00:30:00+00:00,GOLDEN STATE WARRIORS,MIAMI HEAT,114,97
2014-11-26 01:00:00+00:00,DETROIT PISTONS,MILWAUKEE BUCKS,86,98
2014-11-26 01:00:00+00:00,SACRAMENTO KINGS,NEW ORLEANS PELICANS,99,89
2014-11-26 02:00:00+00:00,CHICAGO BULLS,DENVER NUGGETS,109,114
2014-11-27 00:00:00+00:00,PORTLAND TRAIL BLAZERS,CHARLOTTE HORNETS,105,97
2014-11-27 00:00:00+00:00,WASHINGTON WIZARDS,CLEVELAND CAVALIERS,87,113
2014-11-27 00:00:00+00:00,GOLDEN STATE WARRIORS,ORLANDO MAGIC,111,96
2014-11-27 00:00:00+00:00,BROOKLYN NETS,PHILADELPHIA 76ERS,99,91
2014-11-27 00:30:00+00:00,TORONTO RAPTORS,ATLANTA HAWKS,126,115
2014-11-27 00:30:00+00:00,NEW YORK KNICKS,DALLAS MAVERICKS,102,109
2014-11-27 00:30:00+00:00,LOS ANGELES CLIPPERS,DETROIT PISTONS,104,98
2014-11-27 01:00:00+00:00,SACRAMENTO KINGS,HOUSTON ROCKETS,89,102
2014-11-27 01:00:00+00:00,MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,103,86
2014-11-27 01:00:00+00:00,UTAH JAZZ,OKLAHOMA CITY THUNDER,82,97
2014-11-27 01:30:00+00:00,INDIANA PACERS,SAN ANTONIO SPURS,100,106
2014-11-27 02:00:00+00:00,DENVER NUGGETS,PHOENIX SUNS,112,120
2014-11-27 03:30:00+00:00,MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,99,93
2014-11-28 18:00:00+00:00,CHICAGO BULLS,BOSTON CELTICS,109,102
2014-11-29 00:00:00+00:00,GOLDEN STATE WARRIORS,CHARLOTTE HORNETS,106,101
2014-11-29 00:30:00+00:00,NEW ORLEANS PELICANS,ATLANTA HAWKS,91,100
2014-11-29 00:30:00+00:00,MILWAUKEE BUCKS,DETROIT PISTONS,104,88
2014-11-29 00:30:00+00:00,DALLAS MAVERICKS,TORONTO RAPTORS,106,102
2014-11-29 01:00:00+00:00,LOS ANGELES CLIPPERS,HOUSTON ROCKETS,102,85
2014-11-29 01:00:00+00:00,ORLANDO MAGIC,INDIANA PACERS,83,98
2014-11-29 01:00:00+00:00,NEW YORK KNICKS,OKLAHOMA CITY THUNDER,78,105
2014-11-29 01:30:00+00:00,SACRAMENTO KINGS,SAN ANTONIO SPURS,104,112
2014-11-29 02:00:00+00:00,PHOENIX SUNS,DENVER NUGGETS,97,122
2014-11-29 03:00:00+00:00,MEMPHIS GRIZZLIES,PORTLAND TRAIL BLAZERS,112,99
2014-11-29 03:30:00+00:00,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,120,119
2014-11-30 00:00:00+00:00,DALLAS MAVERICKS,PHILADELPHIA 76ERS,110,103
2014-11-30 00:00:00+00:00,NEW ORLEANS PELICANS,WASHINGTON WIZARDS,80,83
2014-11-30 00:30:00+00:00,CHARLOTTE HORNETS,ATLANTA HAWKS,75,105
2014-11-30 00:30:00+00:00,INDIANA PACERS,CLEVELAND CAVALIERS,97,109
2014-11-30 02:00:00+00:00,HOUSTON ROCKETS,MILWAUKEE BUCKS,117,103
2014-11-30 02:00:00+00:00,LOS ANGELES CLIPPERS,UTAH JAZZ,112,96
2014-11-30 18:00:00+00:00,SAN ANTONIO SPURS,BOSTON CELTICS,111,89
2014-11-30 20:00:00+00:00,CHICAGO BULLS,BROOKLYN NETS,102,84
2014-11-30 20:30:00+00:00,GOLDEN STATE WARRIORS,DETROIT PISTONS,104,93
2014-11-30 23:00:00+00:00,MEMPHIS GRIZZLIES,SACRAMENTO KINGS,97,85
2014-12-01 00:30:00+00:00,MIAMI HEAT,NEW YORK KNICKS,86,79
2014-12-01 01:00:00+00:00,ORLANDO MAGIC,PHOENIX SUNS,93,90
2014-12-01 02:00:00+00:00,MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,93,107
2014-12-01 02:30:00+00:00,TORONTO RAPTORS,LOS ANGELES LAKERS,122,129
2014-12-02 00:00:00+00:00,SAN ANTONIO SPURS,PHILADELPHIA 76ERS,109,103
2014-12-02 00:00:00+00:00,MIAMI HEAT,WASHINGTON WIZARDS,86,107
2014-12-02 02:00:00+00:00,DENVER NUGGETS,UTAH JAZZ,103,101
2014-12-02 03:30:00+00:00,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,101,127
2014-12-03 00:00:00+00:00,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,108,111
2014-12-03 00:30:00+00:00,BOSTON CELTICS,ATLANTA HAWKS,105,109
2014-12-03 00:30:00+00:00,LOS ANGELES LAKERS,DETROIT PISTONS,106,96
2014-12-03 00:30:00+00:00,BROOKLYN NETS,NEW YORK KNICKS,98,93
2014-12-03 01:00:00+00:00,DALLAS MAVERICKS,CHICAGO BULLS,132,129
2014-12-03 01:00:00+00:00,OKLAHOMA CITY THUNDER,NEW ORLEANS PELICANS,104,112
2014-12-03 02:00:00+00:00,PORTLAND TRAIL BLAZERS,DENVER NUGGETS,105,103
2014-12-03 02:00:00+00:00,INDIANA PACERS,PHOENIX SUNS,99,116
2014-12-03 03:00:00+00:00,TORONTO RAPTORS,SACRAMENTO KINGS,117,109
2014-12-03 03:30:00+00:00,ORLANDO MAGIC,GOLDEN STATE WARRIORS,97,98
2014-12-04 00:00:00+00:00,CHICAGO BULLS,CHARLOTTE HORNETS,102,95
2014-12-04 00:00:00+00:00,LOS ANGELES LAKERS,WASHINGTON WIZARDS,95,111
2014-12-04 00:30:00+00:00,DETROIT PISTONS,BOSTON CELTICS,102,109
2014-12-04 00:30:00+00:00,SAN ANTONIO SPURS,BROOKLYN NETS,93,95
2014-12-04 00:30:00+00:00,ATLANTA HAWKS,MIAMI HEAT,112,102
2014-12-04 01:00:00+00:00,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,96,105
2014-12-04 01:00:00+00:00,DALLAS MAVERICKS,MILWAUKEE BUCKS,107,105
2014-12-04 01:00:00+00:00,PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,85,77
2014-12-04 02:00:00+00:00,TORONTO RAPTORS,UTAH JAZZ,123,104
2014-12-04 03:30:00+00:00,ORLANDO MAGIC,LOS ANGELES CLIPPERS,86,114
2014-12-05 01:00:00+00:00,CLEVELAND CAVALIERS,NEW YORK KNICKS,90,87
2014-12-05 03:00:00+00:00,INDIANA PACERS,PORTLAND TRAIL BLAZERS,82,88
2014-12-05 03:30:00+00:00,NEW ORLEANS PELICANS,GOLDEN STATE WARRIORS,85,112
2014-12-06 00:00:00+00:00,NEW YORK KNICKS,CHARLOTTE HORNETS,102,103
2014-12-06 00:00:00+00:00,OKLAHOMA CITY THUNDER,PHILADELPHIA 76ERS,103,91
2014-12-06 00:00:00+00:00,DENVER NUGGETS,WASHINGTON WIZARDS,89,119
2014-12-06 00:30:00+00:00,LOS ANGELES LAKERS,BOSTON CELTICS,96,113
2014-12-06 00:30:00+00:00,ATLANTA HAWKS,BROOKLYN NETS,98,75
2014-12-06 00:30:00+00:00,CLEVELAND CAVALIERS,TORONTO RAPTORS,105,91
2014-12-06 01:00:00+00:00,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,107,101
2014-12-06 01:00:00+00:00,HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,114,112
2014-12-06 01:30:00+00:00,PHOENIX SUNS,DALLAS MAVERICKS,118,106
2014-12-06 01:30:00+00:00,MIAMI HEAT,MILWAUKEE BUCKS,85,109
2014-12-06 02:00:00+00:00,ORLANDO MAGIC,UTAH JAZZ,98,93
2014-12-06 03:00:00+00:00,INDIANA PACERS,SACRAMENTO KINGS,101,102
2014-12-07 00:30:00+00:00,PHILADELPHIA 76ERS,DETROIT PISTONS,108,101
2014-12-07 01:00:00+00:00,GOLDEN STATE WARRIORS,CHICAGO BULLS,112,102
2014-12-07 01:00:00+00:00,PHOENIX SUNS,HOUSTON ROCKETS,95,100
2014-12-07 01:30:00+00:00,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,101,123
2014-12-07 03:00:00+00:00,ORLANDO MAGIC,SACRAMENTO KINGS,105,96
2014-12-07 03:30:00+00:00,NEW ORLEANS PELICANS,LOS ANGELES CLIPPERS,100,120
