slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
smithde03,Dennis Smith Jr.,[<Position.POINT_GUARD: 'POINT GUARD'>],21,DALLAS MAVERICKS,32,32,908,157,357,43,125,57,82,18,79,138,40,11,100,82,414
smithde03,Dennis Smith Jr.,[<Position.POINT_GUARD: 'POINT GUARD'>],21,NEW YORK KNICKS,21,18,600,121,293,24,83,42,74,14,44,114,27,9,54,47,308
smithis01,Ish Smith,[<Position.POINT_GUARD: 'POINT GUARD'>],30,DETROIT PISTONS,56,0,1251,205,489,44,135,47,62,23,122,203,28,11,61,109,501
smithjr01,J.R. Smith,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,CLEVELAND CAVALIERS,11,4,222,27,79,12,39,8,10,0,18,21,11,3,11,19,74
smithja02,Jason Smith,[<Position.CENTER: 'CENTER'>],32,WASHINGTON WIZARDS,12,1,130,15,37,4,10,10,12,11,26,12,1,5,7,21,44
smithja02,Jason Smith,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,MILWAUKEE BUCKS,6,0,40,4,13,3,9,2,2,3,8,1,2,2,5,6,13
smithja02,Jason Smith,[<Position.CENTER: 'CENTER'>],32,NEW ORLEANS PELICANS,2,0,20,2,9,2,7,2,2,2,2,1,0,0,1,3,8
smithzh01,Zhaire Smith,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],19,PHILADELPHIA 76ERS,6,2,111,14,34,6,16,6,8,3,10,10,2,2,6,8,40
snellto01,Tony Snell,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,MILWAUKEE BUCKS,74,12,1304,163,361,81,204,37,42,29,128,68,26,18,23,90,444
spaldra01,Ray Spalding,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,DALLAS MAVERICKS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spaldra01,Ray Spalding,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,PHOENIX SUNS,13,3,147,25,47,0,3,4,12,15,33,5,9,8,9,23,54
spellom01,Omari Spellman,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,ATLANTA HAWKS,46,11,805,98,244,44,128,32,45,72,122,47,26,25,31,67,272
stausni01,Nik Stauskas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,PORTLAND TRAIL BLAZERS,44,0,673,96,229,43,125,32,36,10,70,62,14,4,40,31,267
stausni01,Nik Stauskas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,CLEVELAND CAVALIERS,24,0,342,40,109,27,63,25,28,8,39,19,7,3,11,19,132
stephdj01,D.J. Stephens,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,MEMPHIS GRIZZLIES,1,0,7,1,2,0,0,0,0,0,0,0,1,0,1,0,2
stephla01,Lance Stephenson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,LOS ANGELES LAKERS,68,3,1123,184,432,73,197,50,73,32,183,140,41,7,86,111,491
sumneed01,Edmond Sumner,[<Position.POINT_GUARD: 'POINT GUARD'>],23,INDIANA PACERS,23,2,210,22,64,7,27,15,24,9,15,10,12,5,10,26,66
swanica01,Caleb Swanigan,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,PORTLAND TRAIL BLAZERS,18,0,145,14,44,1,5,6,7,13,39,7,4,0,16,22,35
swanica01,Caleb Swanigan,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,SACRAMENTO KINGS,3,0,33,4,9,0,2,0,2,4,8,4,2,1,2,6,8
tatumja01,Jayson Tatum,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,BOSTON CELTICS,79,79,2455,466,1036,116,311,195,228,70,407,168,84,57,122,168,1243
teaguje01,Jeff Teague,[<Position.POINT_GUARD: 'POINT GUARD'>],30,MINNESOTA TIMBERWOLVES,42,41,1264,176,416,35,105,123,153,16,90,343,43,18,97,90,510
templga01,Garrett Temple,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],32,MEMPHIS GRIZZLIES,49,49,1530,166,387,74,210,57,76,18,134,69,50,25,54,134,463
templga01,Garrett Temple,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],32,LOS ANGELES CLIPPERS,26,6,510,42,106,16,54,23,31,10,54,37,26,5,16,70,123
teodomi01,Miloš Teodosić,[<Position.POINT_GUARD: 'POINT GUARD'>],31,LOS ANGELES CLIPPERS,15,0,150,17,40,10,27,4,7,3,13,32,3,1,21,27,48
terreja01,Jared Terrell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,MINNESOTA TIMBERWOLVES,14,0,111,12,39,4,17,3,6,1,5,12,3,2,10,16,31
terryem01,Emanuel Terry,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,PHOENIX SUNS,2,0,20,4,6,0,0,1,2,2,4,1,3,0,2,4,9
terryem01,Emanuel Terry,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,MIAMI HEAT,1,0,3,0,1,0,0,1,2,1,0,1,0,0,0,0,1
theisda01,Daniel Theis,[<Position.CENTER: 'CENTER'>],26,BOSTON CELTICS,66,2,908,146,266,26,67,56,76,87,138,68,21,42,33,161,374
thomais02,Isaiah Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,DENVER NUGGETS,12,0,181,34,99,12,43,17,27,5,8,23,5,1,18,17,97
thomakh01,Khyri Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,DETROIT PISTONS,26,0,195,22,69,10,35,7,11,4,16,8,7,5,4,22,61
thomala01,Lance Thomas,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,NEW YORK KNICKS,46,17,783,78,197,22,79,27,36,21,96,27,17,7,24,83,205
thompkl01,Klay Thompson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,GOLDEN STATE WARRIORS,78,78,2652,655,1402,241,599,129,158,37,262,186,84,47,115,157,1680
thomptr01,Tristan Thompson,[<Position.CENTER: 'CENTER'>],27,CLEVELAND CAVALIERS,43,40,1198,201,380,0,0,68,106,173,265,86,28,16,59,89,470
thornsi01,Sindarius Thornwell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,LOS ANGELES CLIPPERS,64,1,313,17,49,3,15,25,34,5,39,18,14,7,20,41,62
tollian01,Anthony Tolliver,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,MINNESOTA TIMBERWOLVES,65,0,1079,99,259,81,215,47,60,15,162,46,17,21,36,91,326
townska01,Karl-Anthony Towns,[<Position.CENTER: 'CENTER'>],23,MINNESOTA TIMBERWOLVES,77,77,2545,681,1314,142,355,376,450,263,691,259,67,125,240,292,1880
trentga02,Gary Trent Jr.,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,PORTLAND TRAIL BLAZERS,15,1,111,16,50,5,21,3,7,1,10,5,1,2,4,4,40
trieral01,Allonzo Trier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,NEW YORK KNICKS,64,3,1459,232,518,52,132,179,223,31,166,119,28,14,116,117,695
tuckepj01,P.J. Tucker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,HOUSTON ROCKETS,82,82,2802,207,523,146,387,41,59,121,358,96,132,39,63,252,601
turneev01,Evan Turner,[<Position.POINT_GUARD: 'POINT GUARD'>],30,PORTLAND TRAIL BLAZERS,73,2,1605,204,443,11,52,75,106,37,291,283,33,18,114,110,494
turnemy01,Myles Turner,[<Position.CENTER: 'CENTER'>],22,INDIANA PACERS,74,74,2119,380,780,76,196,148,201,101,430,115,60,199,100,195,984
udohek01,Ekpe Udoh,[<Position.CENTER: 'CENTER'>],31,UTAH JAZZ,51,1,320,50,72,0,0,19,30,27,63,28,10,31,13,36,119
ulisty01,Tyler Ulis,[<Position.POINT_GUARD: 'POINT GUARD'>],23,CHICAGO BULLS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valanjo01,Jonas Valančiūnas,[<Position.CENTER: 'CENTER'>],26,TORONTO RAPTORS,30,10,564,149,259,9,30,77,94,54,162,29,13,23,39,82,384
valanjo01,Jonas Valančiūnas,[<Position.CENTER: 'CENTER'>],26,MEMPHIS GRIZZLIES,19,17,527,152,279,5,18,70,91,52,151,41,6,30,51,64,379
vandeja01,Jarred Vanderbilt,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,DENVER NUGGETS,17,0,69,9,19,0,1,6,10,7,16,3,6,1,8,8,24
vanvlfr01,Fred VanVleet,[<Position.POINT_GUARD: 'POINT GUARD'>],24,TORONTO RAPTORS,64,28,1760,246,600,112,296,97,115,21,146,307,57,20,82,110,701
vonleno01,Noah Vonleh,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,NEW YORK KNICKS,68,57,1722,207,440,46,137,111,156,113,415,129,46,51,88,174,571
vucevni01,Nikola Vučević,[<Position.CENTER: 'CENTER'>],28,ORLANDO MAGIC,80,80,2510,701,1354,84,231,179,227,224,736,307,81,89,159,157,1665
wadedw01,Dwyane Wade,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],37,MIAMI HEAT,72,2,1885,416,960,86,261,165,233,69,216,301,59,38,166,118,1083
wagnemo01,Moritz Wagner,[<Position.CENTER: 'CENTER'>],21,LOS ANGELES LAKERS,43,5,446,71,171,22,77,43,53,17,68,24,11,13,39,57,207
waitedi01,Dion Waiters,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,MIAMI HEAT,44,28,1138,198,478,109,289,22,44,7,109,121,29,9,64,72,527
walkeke02,Kemba Walker,[<Position.POINT_GUARD: 'POINT GUARD'>],28,CHARLOTTE HORNETS,82,82,2863,731,1684,260,731,380,450,52,309,484,102,34,211,131,2102
walkelo01,Lonnie Walker IV,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,SAN ANTONIO SPURS,17,0,118,16,46,5,13,8,10,0,17,9,7,3,4,7,45
walljo01,John Wall,[<Position.POINT_GUARD: 'POINT GUARD'>],28,WASHINGTON WIZARDS,32,32,1104,245,552,51,169,122,175,15,101,279,49,29,121,71,663
wallaty01,Tyrone Wallace,[<Position.POINT_GUARD: 'POINT GUARD'>],24,LOS ANGELES CLIPPERS,62,0,628,92,217,4,19,30,57,20,81,42,21,7,36,83,218
wanambr01,Brad Wanamaker,[<Position.POINT_GUARD: 'POINT GUARD'>],29,BOSTON CELTICS,36,0,343,50,105,16,39,24,28,3,38,56,12,2,19,34,140
warretj01,T.J. Warren,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,PHOENIX SUNS,43,36,1360,297,611,77,180,101,124,31,143,64,51,29,52,119,772
washbju01,Julian Washburn,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,MEMPHIS GRIZZLIES,18,3,254,16,48,5,24,3,4,8,33,14,13,2,7,16,40
watanyu01,Yuta Watanabe,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,MEMPHIS GRIZZLIES,15,0,174,15,51,2,16,7,10,4,27,8,4,1,6,11,39
welshth01,Thomas Welsh,[<Position.CENTER: 'CENTER'>],22,DENVER NUGGETS,11,0,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18
westbru01,Russell Westbrook,[<Position.POINT_GUARD: 'POINT GUARD'>],30,OKLAHOMA CITY THUNDER,73,73,2630,630,1473,119,411,296,451,109,698,784,142,33,325,245,1675
whitede01,Derrick White,[<Position.POINT_GUARD: 'POINT GUARD'>],24,SAN ANTONIO SPURS,67,55,1728,260,543,48,142,95,123,35,212,263,67,47,97,145,663
whiteok01,Okaro White,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,WASHINGTON WIZARDS,3,0,6,0,2,0,2,0,0,1,1,0,0,0,0,0,0
whiteha01,Hassan Whiteside,[<Position.CENTER: 'CENTER'>],29,MIAMI HEAT,72,53,1674,388,680,2,16,109,243,257,560,56,46,136,97,192,887
wiggian01,Andrew Wiggins,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,MINNESOTA TIMBERWOLVES,73,73,2543,498,1209,118,348,207,296,83,269,184,70,48,138,153,1321
willial03,Alan Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,BROOKLYN NETS,5,0,26,8,13,0,1,2,4,4,15,3,1,0,1,2,18
willicj01,C.J. Williams,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,MINNESOTA TIMBERWOLVES,15,0,128,17,35,5,16,0,1,1,7,12,6,0,5,16,39
willijo04,Johnathan Williams,[<Position.CENTER: 'CENTER'>],23,LOS ANGELES LAKERS,24,0,372,65,110,0,2,27,48,48,51,13,8,7,16,62,157
willike04,Kenrich Williams,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,NEW ORLEANS PELICANS,46,29,1079,107,279,52,156,13,19,55,164,83,45,19,36,95,279
willilo02,Lou Williams,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],32,LOS ANGELES CLIPPERS,75,1,1993,484,1138,105,291,425,485,40,182,402,57,11,181,80,1498
willima02,Marvin Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,CHARLOTTE HORNETS,75,75,2133,275,652,140,382,66,86,76,331,92,71,61,47,156,756
williro04,Robert Williams,[<Position.CENTER: 'CENTER'>],21,BOSTON CELTICS,32,2,283,36,51,0,0,9,15,27,54,7,9,40,10,36,81
willitr02,Troy Williams,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,SACRAMENTO KINGS,21,0,312,44,98,14,44,9,15,12,47,11,10,8,9,37,111
wilsodj01,D.J. Wilson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,MILWAUKEE BUCKS,48,3,882,104,251,46,127,26,47,45,177,52,18,20,32,85,280
winslju01,Justise Winslow,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,MIAMI HEAT,66,52,1959,324,749,96,256,86,137,63,292,282,72,19,142,177,830
woodch01,Christian Wood,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,MILWAUKEE BUCKS,13,0,62,12,25,3,5,10,15,4,16,2,0,0,3,3,37
woodch01,Christian Wood,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,NEW ORLEANS PELICANS,8,2,189,49,92,6,21,31,41,13,50,6,7,10,14,14,135
wrighde01,Delon Wright,[<Position.POINT_GUARD: 'POINT GUARD'>],26,TORONTO RAPTORS,49,2,897,127,293,30,90,53,61,39,86,110,46,15,37,53,337
wrighde01,Delon Wright,[<Position.POINT_GUARD: 'POINT GUARD'>],26,MEMPHIS GRIZZLIES,26,11,802,115,265,20,78,66,89,29,112,138,42,15,40,50,316
yabusgu01,Guerschon Yabusele,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,BOSTON CELTICS,41,1,251,35,77,9,28,15,22,23,30,15,8,7,15,32,94
youngni01,Nick Young,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,DENVER NUGGETS,4,0,37,3,9,3,8,0,0,0,1,2,0,1,2,4,9
youngth01,Thaddeus Young,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,INDIANA PACERS,81,81,2489,443,841,51,146,87,135,192,331,204,123,36,123,194,1024
youngtr01,Trae Young,[<Position.POINT_GUARD: 'POINT GUARD'>],20,ATLANTA HAWKS,81,81,2503,525,1256,156,482,343,414,64,237,653,72,15,308,140,1549
zelleco01,Cody Zeller,[<Position.CENTER: 'CENTER'>],26,CHARLOTTE HORNETS,49,47,1243,190,345,6,22,111,141,110,223,102,38,41,62,164,497
zellety01,Tyler Zeller,[<Position.CENTER: 'CENTER'>],29,ATLANTA HAWKS,2,0,11,0,2,0,1,0,0,2,4,1,0,0,0,4,0
zellety01,Tyler Zeller,[<Position.CENTER: 'CENTER'>],29,MEMPHIS GRIZZLIES,4,1,82,16,28,0,0,14,18,9,9,3,1,3,4,16,46
zizican01,Ante Žižić,[<Position.CENTER: 'CENTER'>],22,CLEVELAND CAVALIERS,59,25,1082,183,331,0,0,93,132,108,212,53,13,22,61,113,459
zubaciv01,Ivica Zubac,[<Position.CENTER: 'CENTER'>],21,LOS ANGELES LAKERS,33,12,516,112,193,0,0,57,66,54,108,25,4,27,33,73,281
zubaciv01,Ivica Zubac,[<Position.CENTER: 'CENTER'>],21,LOS ANGELES CLIPPERS,26,25,524,100,186,0,0,44,60,61,139,38,10,24,37,64,244
adamsst01,Steven Adams,[<Position.CENTER: 'CENTER'>],26,OKLAHOMA CITY THUNDER,63,63,1680,283,478,1,3,117,201,207,376,146,51,67,94,122,684
adebaba01,Bam Adebayo,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,MIAMI HEAT,72,72,2417,440,790,2,14,264,382,176,559,368,82,93,204,182,1146
aldrila01,LaMarcus Aldridge,[<Position.CENTER: 'CENTER'>],34,SAN ANTONIO SPURS,53,53,1754,391,793,61,157,158,191,103,289,129,36,87,74,128,1001
alexaky01,Kyle Alexander,[<Position.CENTER: 'CENTER'>],23,MIAMI HEAT,2,0,13,1,2,0,0,0,0,2,1,0,0,0,1,1,2
alexani01,Nickeil Alexander-Walker,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,NEW ORLEANS PELICANS,47,1,591,98,266,46,133,25,37,9,75,89,17,8,54,57,267
allengr01,Grayson Allen,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,MEMPHIS GRIZZLIES,38,0,718,117,251,57,141,39,45,8,77,52,10,2,33,53,330
allenja01,Jarrett Allen,[<Position.CENTER: 'CENTER'>],21,BROOKLYN NETS,70,64,1852,302,465,0,6,171,270,216,455,110,40,92,77,162,775
allenka01,Kadeem Allen,[<Position.POINT_GUARD: 'POINT GUARD'>],27,NEW YORK KNICKS,10,0,117,19,44,5,16,7,11,2,7,21,5,2,8,7,50
aminual01,Al-Farouq Aminu,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,ORLANDO MAGIC,18,2,380,25,86,9,36,19,29,24,63,21,18,8,17,27,78
anderju01,Justin Anderson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,BROOKLYN NETS,10,1,107,10,38,6,29,2,4,1,20,8,0,6,4,13,28
anderky01,Kyle Anderson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,MEMPHIS GRIZZLIES,67,28,1330,157,331,24,85,52,78,58,227,162,54,37,66,111,390
anderry01,Ryan Anderson,[<Position.CENTER: 'CENTER'>],31,HOUSTON ROCKETS,2,0,14,2,7,1,5,0,0,0,7,2,1,0,1,1,5
antetgi01,Giannis Antetokounmpo,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,MILWAUKEE BUCKS,63,63,1917,685,1238,89,293,398,629,140,716,354,61,66,230,195,1857
antetko01,Kostas Antetokounmpo,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,LOS ANGELES LAKERS,5,0,20,3,3,0,0,1,2,2,1,2,0,0,1,2,7
antetth01,Thanasis Antetokounmpo,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,MILWAUKEE BUCKS,20,2,129,24,48,0,10,7,17,12,12,15,7,2,12,18,55
anthoca01,Carmelo Anthony,[<Position.POWER_FORWARD: 'POWER FORWARD'>],35,PORTLAND TRAIL BLAZERS,58,58,1902,336,782,87,226,136,161,71,297,85,49,27,100,171,895
anunoog01,OG Anunoby,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,TORONTO RAPTORS,69,68,2066,286,566,89,228,72,102,80,284,108,96,45,79,167,733
arcidry01,Ryan Arcidiacono,[<Position.POINT_GUARD: 'POINT GUARD'>],25,CHICAGO BULLS,58,4,930,90,220,54,138,27,38,20,90,96,27,3,37,96,261
arizatr01,Trevor Ariza,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],34,SACRAMENTO KINGS,32,0,791,64,165,43,122,21,27,21,125,50,35,7,28,63,192
arizatr01,Trevor Ariza,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],34,PORTLAND TRAIL BLAZERS,21,21,702,78,159,34,85,41,47,13,87,41,34,8,28,48,231
augusdj01,D.J. Augustin,[<Position.POINT_GUARD: 'POINT GUARD'>],32,ORLANDO MAGIC,57,13,1420,184,461,70,201,161,181,22,100,262,34,1,86,72,599
aytonde01,Deandre Ayton,[<Position.CENTER: 'CENTER'>],21,PHOENIX SUNS,38,32,1236,310,568,3,13,67,89,147,289,72,26,58,80,117,690
bacondw01,Dwayne Bacon,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,CHARLOTTE HORNETS,39,11,687,85,244,19,67,35,53,15,85,52,23,2,37,52,224
baglema01,Marvin Bagley III,[<Position.CENTER: 'CENTER'>],20,SACRAMENTO KINGS,13,6,334,78,167,4,22,25,31,29,68,10,6,12,18,43,185
balllo01,Lonzo Ball,[<Position.POINT_GUARD: 'POINT GUARD'>],22,NEW ORLEANS PELICANS,63,54,2025,277,687,148,395,43,76,71,312,438,88,38,193,128,745
bambamo01,Mo Bamba,[<Position.CENTER: 'CENTER'>],21,ORLANDO MAGIC,62,0,878,132,286,37,107,31,46,100,202,42,23,86,42,116,332
bareajo01,J.J. Barea,[<Position.POINT_GUARD: 'POINT GUARD'>],35,DALLAS MAVERICKS,29,6,450,85,207,32,85,20,22,10,43,112,5,2,38,27,222
barneha02,Harrison Barnes,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,SACRAMENTO KINGS,72,72,2482,365,793,102,268,214,267,77,278,159,43,12,88,93,1046
barrerj01,RJ Barrett,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],19,NEW YORK KNICKS,56,55,1704,292,727,63,197,156,254,50,229,143,55,17,124,122,803
bartowi01,Will Barton,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,DENVER NUGGETS,58,58,1916,332,738,108,288,102,133,76,289,212,61,29,88,121,874
bateske01,Keita Bates-Diop,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,MINNESOTA TIMBERWOLVES,37,0,646,87,206,31,94,46,65,21,89,30,17,20,14,36,251
bateske01,Keita Bates-Diop,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,DENVER NUGGETS,7,0,98,13,28,3,9,8,10,4,13,0,2,4,3,7,37
batumni01,Nicolas Batum,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,CHARLOTTE HORNETS,22,3,505,28,81,14,49,9,10,25,75,66,17,8,22,41,79
baynear01,Aron Baynes,[<Position.CENTER: 'CENTER'>],33,PHOENIX SUNS,42,28,934,183,381,59,168,56,75,71,166,67,10,23,50,141,481
bazemke01,Kent Bazemore,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,PORTLAND TRAIL BLAZERS,43,21,1111,113,326,56,171,58,72,13,159,61,45,31,60,121,340
bazemke01,Kent Bazemore,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,SACRAMENTO KINGS,25,0,577,87,208,28,73,55,75,14,108,32,29,9,31,75,257
bazleda01,Darius Bazley,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,OKLAHOMA CITY THUNDER,61,9,1130,125,317,49,141,43,62,30,216,41,23,41,45,55,342
bealbr01,Bradley Beal,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,WASHINGTON WIZARDS,57,57,2053,593,1303,170,481,385,457,52,190,347,71,23,194,126,1741
beaslma01,Malik Beasley,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,DENVER NUGGETS,41,0,746,117,301,58,161,33,38,9,68,48,31,6,36,50,325
beaslma01,Malik Beasley,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,MINNESOTA TIMBERWOLVES,14,14,463,110,233,49,115,21,28,9,62,27,9,2,21,27,290
belinma01,Marco Belinelli,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,SAN ANTONIO SPURS,57,0,883,123,314,67,178,48,58,7,92,69,12,1,19,45,361
belljo01,Jordan Bell,[<Position.CENTER: 'CENTER'>],25,MINNESOTA TIMBERWOLVES,27,0,235,32,60,2,9,17,29,28,50,14,2,10,18,17,83
belljo01,Jordan Bell,[<Position.CENTER: 'CENTER'>],25,MEMPHIS GRIZZLIES,2,0,21,3,7,2,3,2,2,2,1,2,1,0,3,2,10
bembrde01,DeAndre' Bembry,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,ATLANTA HAWKS,43,4,915,104,228,15,65,26,48,34,118,81,55,19,60,84,249
bendedr01,Dragan Bender,[<Position.CENTER: 'CENTER'>],22,MILWAUKEE BUCKS,7,0,91,10,21,4,9,2,3,0,20,9,0,5,5,16,26
bendedr01,Dragan Bender,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,GOLDEN STATE WARRIORS,9,3,195,31,71,11,34,8,11,16,37,19,4,4,16,26,81
bertada01,Dāvis Bertāns,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,WASHINGTON WIZARDS,54,4,1583,265,610,200,472,104,122,35,210,92,37,33,59,139,834
beverpa01,Patrick Beverley,[<Position.POINT_GUARD: 'POINT GUARD'>],31,LOS ANGELES CLIPPERS,51,50,1342,147,341,80,206,31,47,57,209,183,54,25,66,156,405
birchkh01,Khem Birch,[<Position.CENTER: 'CENTER'>],27,ORLANDO MAGIC,48,24,922,73,143,0,1,66,101,91,129,50,20,23,31,91,212
bitadgo01,Goga Bitadze,[<Position.CENTER: 'CENTER'>],20,INDIANA PACERS,54,2,471,70,150,8,42,24,33,25,81,23,10,37,28,65,172
biyombi01,Bismack Biyombo,[<Position.CENTER: 'CENTER'>],27,CHARLOTTE HORNETS,53,29,1029,151,278,0,0,91,151,120,188,50,10,49,48,116,393
bjeline01,Nemanja Bjelica,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,SACRAMENTO KINGS,72,67,2011,314,653,134,320,69,84,111,347,203,62,40,99,216,831
bledser01,Eric Bledsoe,[<Position.POINT_GUARD: 'POINT GUARD'>],30,MILWAUKEE BUCKS,61,61,1646,334,703,74,215,169,214,43,239,328,57,26,148,128,911
bogdabo01,Bogdan Bogdanović,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,SACRAMENTO KINGS,61,28,1766,337,766,164,441,86,116,26,181,207,64,15,102,133,924
bogdabo02,Bojan Bogdanović,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,UTAH JAZZ,63,63,2083,418,935,189,457,250,277,39,220,131,34,7,159,110,1275
bolbo01,Bol Bol,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,DENVER NUGGETS,7,0,87,14,28,4,9,8,10,5,14,6,2,6,10,11,40
boldejo01,Jonah Bolden,[<Position.CENTER: 'CENTER'>],24,PHILADELPHIA 76ERS,4,0,14,2,3,0,1,0,2,0,1,0,1,0,2,4,4
boldejo01,Jonah Bolden,[<Position.CENTER: 'CENTER'>],24,PHOENIX SUNS,3,0,33,2,8,0,3,2,2,3,5,0,2,2,0,6,6
boldema01,Marques Bolden,[<Position.CENTER: 'CENTER'>],21,CLEVELAND CAVALIERS,1,0,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0
bonejo01,Jordan Bone,[<Position.POINT_GUARD: 'POINT GUARD'>],22,DETROIT PISTONS,10,0,53,5,20,2,10,0,0,0,4,8,1,0,2,6,12
bongais01,Isaac Bonga,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,WASHINGTON WIZARDS,66,49,1250,118,234,25,71,69,85,71,151,76,45,22,58,156,330
bookede01,Devin Booker,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,PHOENIX SUNS,70,70,2512,627,1283,141,398,468,509,29,268,456,49,18,264,213,1863
