start_time,away_team,home_team,away_team_score,home_team_score
2015-11-08 01:30:00+00:00,CHARLOTTE HORNETS,SAN ANTONIO SPURS,94,114
2015-11-08 02:00:00+00:00,MEMPHIS GRIZZLIES,UTAH JAZZ,79,89
2015-11-08 03:00:00+00:00,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,103,94
2015-11-08 03:30:00+00:00,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,109,105
2015-11-08 20:30:00+00:00,INDIANA PACERS,CLEVELAND CAVALIERS,97,101
2015-11-08 20:30:00+00:00,LOS ANGELES LAKERS,NEW YORK KNICKS,95,99
2015-11-08 23:00:00+00:00,TORONTO RAPTORS,MIAMI HEAT,76,96
2015-11-09 00:00:00+00:00,PHOENIX SUNS,OKLAHOMA CITY THUNDER,103,124
2015-11-09 02:00:00+00:00,DETROIT PISTONS,PORTLAND TRAIL BLAZERS,120,103
2015-11-10 00:00:00+00:00,ORLANDO MAGIC,INDIANA PACERS,84,97
2015-11-10 00:00:00+00:00,CHICAGO BULLS,PHILADELPHIA 76ERS,111,88
2015-11-10 01:00:00+00:00,MINNESOTA TIMBERWOLVES,ATLANTA HAWKS,117,107
2015-11-10 02:00:00+00:00,PORTLAND TRAIL BLAZERS,DENVER NUGGETS,104,108
2015-11-10 03:00:00+00:00,SAN ANTONIO SPURS,SACRAMENTO KINGS,106,88
2015-11-10 03:30:00+00:00,DETROIT PISTONS,GOLDEN STATE WARRIORS,95,109
2015-11-10 03:30:00+00:00,MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,92,94
2015-11-11 00:00:00+00:00,UTAH JAZZ,CLEVELAND CAVALIERS,114,118
2015-11-11 00:00:00+00:00,OKLAHOMA CITY THUNDER,WASHINGTON WIZARDS,125,101
2015-11-11 00:30:00+00:00,LOS ANGELES LAKERS,MIAMI HEAT,88,101
2015-11-11 00:30:00+00:00,NEW YORK KNICKS,TORONTO RAPTORS,111,109
2015-11-11 01:00:00+00:00,BOSTON CELTICS,MILWAUKEE BUCKS,99,83
2015-11-11 01:00:00+00:00,CHARLOTTE HORNETS,MINNESOTA TIMBERWOLVES,104,95
2015-11-11 01:00:00+00:00,DALLAS MAVERICKS,NEW ORLEANS PELICANS,105,120
2015-11-12 00:00:00+00:00,NEW YORK KNICKS,CHARLOTTE HORNETS,93,95
2015-11-12 00:00:00+00:00,LOS ANGELES LAKERS,ORLANDO MAGIC,99,101
2015-11-12 00:00:00+00:00,TORONTO RAPTORS,PHILADELPHIA 76ERS,119,103
2015-11-12 00:30:00+00:00,INDIANA PACERS,BOSTON CELTICS,102,91
2015-11-12 01:00:00+00:00,NEW ORLEANS PELICANS,ATLANTA HAWKS,98,106
2015-11-12 01:00:00+00:00,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,108,118
2015-11-12 01:00:00+00:00,BROOKLYN NETS,HOUSTON ROCKETS,106,98
2015-11-12 01:00:00+00:00,GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,100,84
2015-11-12 02:00:00+00:00,MILWAUKEE BUCKS,DENVER NUGGETS,102,103
2015-11-12 03:00:00+00:00,DETROIT PISTONS,SACRAMENTO KINGS,92,101
2015-11-12 03:30:00+00:00,SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,113,101
2015-11-13 00:30:00+00:00,UTAH JAZZ,MIAMI HEAT,91,92
2015-11-13 01:00:00+00:00,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,129,116
2015-11-13 03:30:00+00:00,LOS ANGELES CLIPPERS,PHOENIX SUNS,104,118
2015-11-14 00:00:00+00:00,MINNESOTA TIMBERWOLVES,INDIANA PACERS,103,107
2015-11-14 00:00:00+00:00,UTAH JAZZ,ORLANDO MAGIC,93,102
2015-11-14 00:30:00+00:00,ATLANTA HAWKS,BOSTON CELTICS,93,106
2015-11-14 00:30:00+00:00,CLEVELAND CAVALIERS,NEW YORK KNICKS,90,84
2015-11-14 00:30:00+00:00,NEW ORLEANS PELICANS,TORONTO RAPTORS,81,100
2015-11-14 01:00:00+00:00,CHARLOTTE HORNETS,CHICAGO BULLS,97,102
2015-11-14 01:00:00+00:00,PORTLAND TRAIL BLAZERS,MEMPHIS GRIZZLIES,100,101
2015-11-14 01:00:00+00:00,PHILADELPHIA 76ERS,OKLAHOMA CITY THUNDER,85,102
2015-11-14 01:30:00+00:00,LOS ANGELES LAKERS,DALLAS MAVERICKS,82,90
2015-11-14 02:00:00+00:00,HOUSTON ROCKETS,DENVER NUGGETS,98,107
2015-11-14 03:00:00+00:00,BROOKLYN NETS,SACRAMENTO KINGS,109,111
2015-11-14 20:30:00+00:00,DETROIT PISTONS,LOS ANGELES CLIPPERS,96,101
2015-11-15 00:00:00+00:00,ORLANDO MAGIC,WASHINGTON WIZARDS,99,108
2015-11-15 01:00:00+00:00,DALLAS MAVERICKS,HOUSTON ROCKETS,110,98
2015-11-15 01:30:00+00:00,CLEVELAND CAVALIERS,MILWAUKEE BUCKS,105,108
2015-11-15 01:30:00+00:00,PHILADELPHIA 76ERS,SAN ANTONIO SPURS,83,92
2015-11-15 02:00:00+00:00,DENVER NUGGETS,PHOENIX SUNS,81,105
2015-11-15 03:30:00+00:00,BROOKLYN NETS,GOLDEN STATE WARRIORS,99,107
2015-11-15 17:00:00+00:00,NEW ORLEANS PELICANS,NEW YORK KNICKS,87,95
2015-11-15 20:30:00+00:00,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,114,106
2015-11-15 22:00:00+00:00,PORTLAND TRAIL BLAZERS,CHARLOTTE HORNETS,94,106
2015-11-15 23:00:00+00:00,UTAH JAZZ,ATLANTA HAWKS,97,96
2015-11-16 00:00:00+00:00,BOSTON CELTICS,OKLAHOMA CITY THUNDER,100,85
2015-11-16 02:00:00+00:00,TORONTO RAPTORS,SACRAMENTO KINGS,101,107
2015-11-16 02:30:00+00:00,DETROIT PISTONS,LOS ANGELES LAKERS,85,97
2015-11-17 00:00:00+00:00,DALLAS MAVERICKS,PHILADELPHIA 76ERS,92,86
2015-11-17 01:00:00+00:00,INDIANA PACERS,CHICAGO BULLS,95,96
2015-11-17 01:00:00+00:00,BOSTON CELTICS,HOUSTON ROCKETS,111,95
2015-11-17 01:00:00+00:00,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,114,122
2015-11-17 01:30:00+00:00,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,80,93
2015-11-17 02:00:00+00:00,LOS ANGELES LAKERS,PHOENIX SUNS,101,120
2015-11-18 00:00:00+00:00,MILWAUKEE BUCKS,WASHINGTON WIZARDS,86,115
2015-11-18 00:30:00+00:00,ATLANTA HAWKS,BROOKLYN NETS,88,90
2015-11-18 00:30:00+00:00,CLEVELAND CAVALIERS,DETROIT PISTONS,99,104
2015-11-18 00:30:00+00:00,MINNESOTA TIMBERWOLVES,MIAMI HEAT,103,91
2015-11-18 00:30:00+00:00,CHARLOTTE HORNETS,NEW YORK KNICKS,94,102
2015-11-18 01:00:00+00:00,DENVER NUGGETS,NEW ORLEANS PELICANS,115,98
2015-11-18 03:30:00+00:00,TORONTO RAPTORS,GOLDEN STATE WARRIORS,110,115
2015-11-19 00:00:00+00:00,BROOKLYN NETS,CHARLOTTE HORNETS,111,116
2015-11-19 00:00:00+00:00,MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,101,104
2015-11-19 00:00:00+00:00,INDIANA PACERS,PHILADELPHIA 76ERS,112,85
2015-11-19 00:30:00+00:00,DALLAS MAVERICKS,BOSTON CELTICS,106,102
2015-11-19 01:00:00+00:00,SACRAMENTO KINGS,ATLANTA HAWKS,97,103
2015-11-19 01:00:00+00:00,PORTLAND TRAIL BLAZERS,HOUSTON ROCKETS,103,108
2015-11-19 01:00:00+00:00,NEW ORLEANS PELICANS,OKLAHOMA CITY THUNDER,103,110
2015-11-19 01:30:00+00:00,DENVER NUGGETS,SAN ANTONIO SPURS,98,109
2015-11-19 02:00:00+00:00,TORONTO RAPTORS,UTAH JAZZ,89,93
2015-11-19 03:30:00+00:00,CHICAGO BULLS,PHOENIX SUNS,103,97
2015-11-20 00:30:00+00:00,SACRAMENTO KINGS,MIAMI HEAT,109,116
2015-11-20 01:00:00+00:00,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,100,115
2015-11-20 03:30:00+00:00,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,124,117
2015-11-21 00:00:00+00:00,PHILADELPHIA 76ERS,CHARLOTTE HORNETS,88,113
2015-11-21 00:30:00+00:00,BROOKLYN NETS,BOSTON CELTICS,95,120
2015-11-21 01:00:00+00:00,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,84,96
2015-11-21 01:00:00+00:00,DETROIT PISTONS,MINNESOTA TIMBERWOLVES,96,86
2015-11-21 01:00:00+00:00,SAN ANTONIO SPURS,NEW ORLEANS PELICANS,90,104
2015-11-21 01:00:00+00:00,NEW YORK KNICKS,OKLAHOMA CITY THUNDER,93,90
2015-11-21 01:30:00+00:00,UTAH JAZZ,DALLAS MAVERICKS,93,102
2015-11-21 02:00:00+00:00,PHOENIX SUNS,DENVER NUGGETS,114,107
2015-11-21 03:00:00+00:00,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,91,102
2015-11-21 03:30:00+00:00,CHICAGO BULLS,GOLDEN STATE WARRIORS,94,106
2015-11-21 03:30:00+00:00,TORONTO RAPTORS,LOS ANGELES LAKERS,102,91
2015-11-21 22:00:00+00:00,SACRAMENTO KINGS,ORLANDO MAGIC,97,91
2015-11-22 00:00:00+00:00,MILWAUKEE BUCKS,INDIANA PACERS,86,123
2015-11-22 00:30:00+00:00,ATLANTA HAWKS,CLEVELAND CAVALIERS,97,109
2015-11-22 00:30:00+00:00,WASHINGTON WIZARDS,DETROIT PISTONS,97,95
2015-11-22 01:00:00+00:00,NEW YORK KNICKS,HOUSTON ROCKETS,107,102
2015-11-22 01:00:00+00:00,PHILADELPHIA 76ERS,MIAMI HEAT,91,96
2015-11-22 01:30:00+00:00,MEMPHIS GRIZZLIES,SAN ANTONIO SPURS,82,92
2015-11-22 20:30:00+00:00,TORONTO RAPTORS,LOS ANGELES CLIPPERS,91,80
2015-11-22 23:00:00+00:00,BOSTON CELTICS,BROOKLYN NETS,101,111
2015-11-22 23:00:00+00:00,PHOENIX SUNS,NEW ORLEANS PELICANS,116,122
2015-11-23 00:00:00+00:00,DALLAS MAVERICKS,OKLAHOMA CITY THUNDER,114,117
2015-11-23 01:00:00+00:00,GOLDEN STATE WARRIORS,DENVER NUGGETS,118,105
2015-11-23 02:30:00+00:00,PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,107,93
2015-11-24 00:00:00+00:00,SACRAMENTO KINGS,CHARLOTTE HORNETS,122,127
2015-11-24 00:00:00+00:00,ORLANDO MAGIC,CLEVELAND CAVALIERS,103,117
2015-11-24 00:30:00+00:00,NEW YORK KNICKS,MIAMI HEAT,78,95
2015-11-24 01:00:00+00:00,DETROIT PISTONS,MILWAUKEE BUCKS,88,109
2015-11-24 01:00:00+00:00,PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,95,100
2015-11-24 01:30:00+00:00,PHOENIX SUNS,SAN ANTONIO SPURS,84,98
2015-11-24 02:00:00+00:00,OKLAHOMA CITY THUNDER,UTAH JAZZ,111,89
2015-11-25 00:00:00+00:00,INDIANA PACERS,WASHINGTON WIZARDS,123,106
2015-11-25 01:00:00+00:00,BOSTON CELTICS,ATLANTA HAWKS,97,121
2015-11-25 01:00:00+00:00,DALLAS MAVERICKS,MEMPHIS GRIZZLIES,96,110
2015-11-25 02:00:00+00:00,LOS ANGELES CLIPPERS,DENVER NUGGETS,111,94
2015-11-25 03:00:00+00:00,CHICAGO BULLS,PORTLAND TRAIL BLAZERS,93,88
2015-11-25 03:30:00+00:00,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,77,111
2015-11-26 00:00:00+00:00,WASHINGTON WIZARDS,CHARLOTTE HORNETS,87,101
2015-11-26 00:00:00+00:00,NEW YORK KNICKS,ORLANDO MAGIC,91,100
2015-11-26 00:30:00+00:00,PHILADELPHIA 76ERS,BOSTON CELTICS,80,84
2015-11-26 00:30:00+00:00,MIAMI HEAT,DETROIT PISTONS,81,104
2015-11-26 00:30:00+00:00,CLEVELAND CAVALIERS,TORONTO RAPTORS,99,103
2015-11-26 01:00:00+00:00,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,102,93
2015-11-26 01:00:00+00:00,SACRAMENTO KINGS,MILWAUKEE BUCKS,129,118
2015-11-26 01:00:00+00:00,ATLANTA HAWKS,MINNESOTA TIMBERWOLVES,95,99
2015-11-26 01:00:00+00:00,BROOKLYN NETS,OKLAHOMA CITY THUNDER,99,110
2015-11-26 01:30:00+00:00,DALLAS MAVERICKS,SAN ANTONIO SPURS,83,88
2015-11-26 02:00:00+00:00,NEW ORLEANS PELICANS,PHOENIX SUNS,120,114
2015-11-26 03:30:00+00:00,UTAH JAZZ,LOS ANGELES CLIPPERS,102,91
2015-11-28 00:00:00+00:00,CLEVELAND CAVALIERS,CHARLOTTE HORNETS,95,90
2015-11-28 00:00:00+00:00,MILWAUKEE BUCKS,ORLANDO MAGIC,90,114
2015-11-28 00:30:00+00:00,WASHINGTON WIZARDS,BOSTON CELTICS,78,111
2015-11-28 00:30:00+00:00,MIAMI HEAT,NEW YORK KNICKS,97,78
2015-11-28 01:00:00+00:00,PHILADELPHIA 76ERS,HOUSTON ROCKETS,114,116
2015-11-28 01:00:00+00:00,CHICAGO BULLS,INDIANA PACERS,92,104
2015-11-28 01:00:00+00:00,ATLANTA HAWKS,MEMPHIS GRIZZLIES,116,101
2015-11-28 01:00:00+00:00,DETROIT PISTONS,OKLAHOMA CITY THUNDER,87,103
2015-11-28 02:00:00+00:00,SAN ANTONIO SPURS,DENVER NUGGETS,91,80
2015-11-28 02:30:00+00:00,GOLDEN STATE WARRIORS,PHOENIX SUNS,135,116
2015-11-28 03:00:00+00:00,MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,101,91
2015-11-28 03:30:00+00:00,NEW ORLEANS PELICANS,LOS ANGELES CLIPPERS,90,111
2015-11-29 00:00:00+00:00,TORONTO RAPTORS,WASHINGTON WIZARDS,84,82
2015-11-29 00:30:00+00:00,BROOKLYN NETS,CLEVELAND CAVALIERS,88,90
2015-11-29 01:30:00+00:00,DENVER NUGGETS,DALLAS MAVERICKS,81,92
2015-11-29 01:30:00+00:00,ATLANTA HAWKS,SAN ANTONIO SPURS,88,108
2015-11-29 02:00:00+00:00,NEW ORLEANS PELICANS,UTAH JAZZ,87,101
2015-11-29 03:00:00+00:00,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,96,108
2015-11-29 03:30:00+00:00,SACRAMENTO KINGS,GOLDEN STATE WARRIORS,101,120
2015-11-29 19:00:00+00:00,MILWAUKEE BUCKS,CHARLOTTE HORNETS,82,87
2015-11-29 20:30:00+00:00,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,99,107
2015-11-29 23:00:00+00:00,DETROIT PISTONS,BROOKLYN NETS,83,87
2015-11-29 23:00:00+00:00,PHILADELPHIA 76ERS,MEMPHIS GRIZZLIES,84,92
2015-11-29 23:00:00+00:00,BOSTON CELTICS,ORLANDO MAGIC,91,110
2015-11-29 23:00:00+00:00,PHOENIX SUNS,TORONTO RAPTORS,107,102
2015-11-30 00:30:00+00:00,HOUSTON ROCKETS,NEW YORK KNICKS,116,111
2015-11-30 02:30:00+00:00,INDIANA PACERS,LOS ANGELES LAKERS,107,103
2015-12-01 00:30:00+00:00,HOUSTON ROCKETS,DETROIT PISTONS,105,116
2015-12-01 00:30:00+00:00,BOSTON CELTICS,MIAMI HEAT,105,95
2015-12-01 01:00:00+00:00,OKLAHOMA CITY THUNDER,ATLANTA HAWKS,100,106
2015-12-01 01:00:00+00:00,SAN ANTONIO SPURS,CHICAGO BULLS,89,92
2015-12-01 01:00:00+00:00,DENVER NUGGETS,MILWAUKEE BUCKS,74,92
2015-12-01 02:00:00+00:00,GOLDEN STATE WARRIORS,UTAH JAZZ,106,103
2015-12-01 03:00:00+00:00,DALLAS MAVERICKS,SACRAMENTO KINGS,98,112
2015-12-01 03:30:00+00:00,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,87,102
2015-12-02 00:00:00+00:00,WASHINGTON WIZARDS,CLEVELAND CAVALIERS,97,85
2015-12-02 00:00:00+00:00,LOS ANGELES LAKERS,PHILADELPHIA 76ERS,91,103
2015-12-02 00:30:00+00:00,PHOENIX SUNS,BROOKLYN NETS,91,94
2015-12-02 01:00:00+00:00,ORLANDO MAGIC,MINNESOTA TIMBERWOLVES,96,93
2015-12-02 01:00:00+00:00,MEMPHIS GRIZZLIES,NEW ORLEANS PELICANS,113,104
2015-12-02 03:00:00+00:00,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,115,112
2015-12-03 00:00:00+00:00,GOLDEN STATE WARRIORS,CHARLOTTE HORNETS,116,99
2015-12-03 00:00:00+00:00,LOS ANGELES LAKERS,WASHINGTON WIZARDS,108,104
2015-12-03 00:30:00+00:00,PHOENIX SUNS,DETROIT PISTONS,122,127
2015-12-03 00:30:00+00:00,PHILADELPHIA 76ERS,NEW YORK KNICKS,87,99
2015-12-03 01:00:00+00:00,TORONTO RAPTORS,ATLANTA HAWKS,96,86
2015-12-03 01:00:00+00:00,DENVER NUGGETS,CHICAGO BULLS,90,99
2015-12-03 01:00:00+00:00,NEW ORLEANS PELICANS,HOUSTON ROCKETS,101,108
2015-12-03 01:30:00+00:00,MILWAUKEE BUCKS,SAN ANTONIO SPURS,70,95
2015-12-03 03:30:00+00:00,INDIANA PACERS,LOS ANGELES CLIPPERS,103,91
2015-12-04 00:00:00+00:00,OKLAHOMA CITY THUNDER,MIAMI HEAT,95,97
2015-12-04 00:30:00+00:00,DENVER NUGGETS,TORONTO RAPTORS,106,105
2015-12-04 02:00:00+00:00,ORLANDO MAGIC,UTAH JAZZ,103,94
2015-12-04 02:30:00+00:00,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,103,83
2015-12-04 03:00:00+00:00,INDIANA PACERS,PORTLAND TRAIL BLAZERS,111,123
2015-12-04 03:00:00+00:00,BOSTON CELTICS,SACRAMENTO KINGS,114,97
2015-12-05 00:00:00+00:00,BROOKLYN NETS,NEW YORK KNICKS,91,108
2015-12-05 00:00:00+00:00,PHOENIX SUNS,WASHINGTON WIZARDS,106,109
2015-12-05 00:30:00+00:00,MILWAUKEE BUCKS,DETROIT PISTONS,95,102
2015-12-05 01:00:00+00:00,LOS ANGELES LAKERS,ATLANTA HAWKS,87,100
2015-12-05 01:30:00+00:00,HOUSTON ROCKETS,DALLAS MAVERICKS,100,96
2015-12-05 02:30:00+00:00,CLEVELAND CAVALIERS,NEW ORLEANS PELICANS,108,114
2015-12-05 18:00:00+00:00,DENVER NUGGETS,PHILADELPHIA 76ERS,108,105
2015-12-05 22:00:00+00:00,GOLDEN STATE WARRIORS,TORONTO RAPTORS,112,109
2015-12-06 01:00:00+00:00,CHARLOTTE HORNETS,CHICAGO BULLS,102,96
2015-12-06 01:00:00+00:00,SACRAMENTO KINGS,HOUSTON ROCKETS,113,120
